stick;1;1;1,0,0;2=0%2,1=3%2,7=2%2;61.2184240067299,95.6458154544821,0|1,0,0|0,1,0
elle;1;1;-1,0,1.22460635382238E-16;17=1%2,4=2%2,61=2%2,0=1%2;61.2184240067299,89.2916487878154,1.14583333333333|-1.22460635382238E-16,0,-1|-1,0,1.22460635382238E-16
stick;1;1;2.4980018054066E-15,1,-8.65927457071937E-17;0=0%2,3=1%2,9=2%2;71.3225906733966,85.5416487878154,-0.208333333333332|2.4980018054066E-15,1,-8.65927457071936E-17|1,-2.4980018054066E-15,-8.65927457071934E-17
elle;1;1;-1,2.4980018054066E-15,8.65927457071935E-17;5=2%2,2=1%2,13=2%2,30=3%2;66.2184240067299,81.7916487878154,1.14583333333334|-2.4980018054066E-15,-1,2.53624280160748E-17|-1,2.4980018054066E-15,8.65927457071935E-17
elle;1;1;1.49966072182214E-32,-1,1.22460635382238E-16;25=3%2,29=2%2,1=1%2,56=3%2;72.4684240067299,90.5416487878154,3.64583333333337|-1,0,1.22460635382238E-16|1.49966072182214E-32,-1,1.22460635382238E-16
elle;1;1;2.55923212309772E-15,1,-2.53624280160748E-17;8=0%2,11=2%2,3=0%2,6=3%2;64.9684240067299,85.5416487878155,16.1458333333333|-8.65927457071935E-17,-2.53624280160746E-17,-1|2.55923212309772E-15,1,-2.53624280160748E-17
elle;1;1;2.55923212309772E-15,1,-1.47823063398313E-16;-1=-1%1,-1=-1%1,151=2%2,5=3%2;72.4684240067299,85.5416487878154,13.6458333333333|8.65927457071938E-17,1.47823063398312E-16,1|2.55923212309772E-15,1,-1.47823063398313E-16
stick;1;1;0,8.65927457071935E-17,-1;10=2%2,14=1%2,0=2%2;51.1142573400633,95.4374821211488,-10.1041666666667|0,8.65927457071935E-17,-1|8.65927457071935E-17,-1,-8.65927457071935E-17
elle;1;1;2.55923212309772E-15,1,9.70982073661629E-17;5=0%2,79=3%2,46=3%2,142=3%2;52.4684240067299,85.5416487878155,23.6458333333334|8.65927457071932E-17,-9.70982073661632E-17,1|2.55923212309772E-15,1,9.70982073661629E-17
stick;1;1;1.73185491414387E-16,2.77555756156289E-16,1;54=2%2,12=1%2,2=2%2;71.1142573400632,75.4374821211488,9.89583333333334|1.73185491414387E-16,2.77555756156289E-16,1|-1,2.5845945511138E-15,1.73185491414386E-16
stick;1;1;-8.65927457071935E-17,1,1.38777878078145E-15;26=0%2,37=1%2,7=0%2;51.3225906733966,105.541648787815,-20.2083333333333|-8.65927457071935E-17,1,1.38777878078145E-15|1,8.65927457071935E-17,8.71576399210524E-33
elle;1;1;1.47823063398312E-16,2.53624280160744E-17,1;18=1%2,20=1%2,5=1%2,-1=-1%1;64.9684240067299,74.2916487878155,19.8958333333334|2.55923212309772E-15,1,-2.53624280160748E-17|1.47823063398312E-16,2.53624280160744E-17,1
elle;1;1;1,-2.58459455111379E-15,-1.73185491414386E-16;35=2%2,9=1%2,24=3%2,70=3%2;76.2184240067299,71.7916487878154,8.64583333333334|-2.58459455111379E-15,-1,2.7755575615629E-16|1,-2.58459455111379E-15,-1.73185491414386E-16
elle;1;1;-1,2.4980018054066E-15,2.09053381089431E-16;42=2%2,15=1%2,3=2%2,19=3%2;66.2184240067298,64.2916487878154,-1.35416666666666|2.4980018054066E-15,1,-2.53624280160748E-17|-1,2.4980018054066E-15,2.09053381089431E-16
