stick;1;1;1,0,0;-1=-1%1,1=-1%1,5=-1%1;112.641141599083,95.6458154544821,0|1,0,0|0,1,0
stick;1;1;1,0,-1.22460635382238E-16;4=-1%1,0=-1%1,2=-1%1;112.641141599083,90.4374821211487,-0.208333333333333|1,0,-1.22460635382238E-16|0,-1,0
stick;1;1;1,-8.65927457071936E-17,1.11022302462516E-15;1=-1%1,3=-1%1,6=-1%1;92.6411415990833,90.4374821211487,-1.02140518265514E-14|1,-8.65927457071936E-17,1.11022302462516E-15|-1.11022302462516E-15,-8.65927457071934E-17,1
stick;1;1;1,3.58678896750441E-17,1.11022302462516E-15;25=-1%1,2=-1%1,11=-1%1;92.6411415990833,90.6458154544821,-5.20833333333334|1,3.58678896750441E-17,1.11022302462516E-15|1.11022302462516E-15,8.65927457071934E-17,-1
stick;1;1;1,1.27675647831893E-15,-3.58678896750442E-17;-1=-1%1,-1=-1%1,1=-1%1;132.641141599083,90.6458154544821,-0.208333333333335|1,1.27675647831893E-15,-3.58678896750442E-17|-3.58678896750441E-17,-8.65927457071934E-17,-1
stick;1;1;-1,0,0;8=-1%1,-1=-1%1,0=-1%1;92.6411415990833,95.6458154544821,-0.208333333333333|-1,0,0|0,1,0
stick;1;1;1,1.11022302462516E-15,1.19681577033235E-15;2=-1%1,7=-1%1,-1=-1%1;72.6411415990833,90.6458154544821,-3.24185123190546E-14|1,1.11022302462516E-15,1.19681577033235E-15|-1.11022302462516E-15,1,1.73185491414386E-16
stick;1;1;1,1.11022302462516E-15,1.07435513495011E-15;15=-1%1,6=-1%1,16=-1%1;72.6411415990833,85.4374821211487,-0.208333333333366|1,1.11022302462516E-15,1.07435513495011E-15|1.11022302462516E-15,-1,-1.73185491414386E-16
stick;1;1;1,-1.11022302462516E-16,0;5=-1%1,10=-1%1,9=-1%1;72.6411415990833,95.4374821211487,-0.208333333333333|1,-1.11022302462516E-16,0|-1.11022302462516E-16,-1,0
stick;1;1;-1,1.11022302462516E-16,0;24=-1%1,-1=-1%1,8=-1%1;52.6411415990833,95.4374821211487,0|-1,1.11022302462516E-16,0|-1.11022302462516E-16,-1,0
